,exist,x,y,width,height,Raw data ID,copyrighter,resolution,date,breed,age,gender,region,camera type,species,lesions,diagnosis,Path,identifier,src_path,label_path,type,fileformat,inspRejectYn
0,Y,1025,763,71,50,IMG_D_A5_21_488604.jpg,㈜미소정보기술,1920X1080,2021-11-15,포메라니안,6,M,B,IMG,D,A5,,유증상,피부질환,/라벨링데이터/반려견/피부/일반카메라/유증상/A5_미란_궤양,/라벨링데이터/반려견/피부/일반카메라/유증상/A5_미란_궤양,json,jpg,N
1,Y,1239,430,109,103,IMG_D_A5_46_488605.jpg,㈜미소정보기술,1920X1080,2021-11-15,포메라니안,6,M,B,IMG,D,A5,,유증상,피부질환,/라벨링데이터/반려견/피부/일반카메라/유증상/A5_미란_궤양,/라벨링데이터/반려견/피부/일반카메라/유증상/A5_미란_궤양,json,jpg,N
2,Y,907,734,99,78,IMG_D_A5_16_488609.jpg,㈜미소정보기술,1920X1080,2021-11-16,말티즈,3,M,H,IMG,D,A5,,유증상,피부질환,/라벨링데이터/반려견/피부/일반카메라/유증상/A5_미란_궤양,/라벨링데이터/반려견/피부/일반카메라/유증상/A5_미란_궤양,json,jpg,N
3,Y,810,512,130,78,IMG_D_A5_12_488610.jpg,㈜미소정보기술,1920X1080,2021-11-16,말티즈,3,M,H,IMG,D,A5,,유증상,피부질환,/라벨링데이터/반려견/피부/일반카메라/유증상/A5_미란_궤양,/라벨링데이터/반려견/피부/일반카메라/유증상/A5_미란_궤양,json,jpg,N
4,Y,1059,559,209,72,IMG_D_A5_43_488612.jpg,㈜미소정보기술,1920X1080,2021-11-16,말티즈,3,M,B,IMG,D,A5,,유증상,피부질환,/라벨링데이터/반려견/피부/일반카메라/유증상/A5_미란_궤양,/라벨링데이터/반려견/피부/일반카메라/유증상/A5_미란_궤양,json,jpg,N
5,Y,1459,882,63,32,IMG_D_A5_02_488613.jpg,㈜미소정보기술,1920X1080,2021-11-16,말티즈,3,M,A,IMG,D,A5,,유증상,피부질환,/라벨링데이터/반려견/피부/일반카메라/유증상/A5_미란_궤양,/라벨링데이터/반려견/피부/일반카메라/유증상/A5_미란_궤양,json,jpg,N
6,Y,917,386,134,43,IMG_D_A5_17_488615.jpg,㈜미소정보기술,1920X1080,2021-11-16,말티즈,3,F,H,IMG,D,A5,,유증상,피부질환,/라벨링데이터/반려견/피부/일반카메라/유증상/A5_미란_궤양,/라벨링데이터/반려견/피부/일반카메라/유증상/A5_미란_궤양,json,jpg,N
7,Y,436,506,147,60,IMG_D_A5_11_488617.jpg,㈜미소정보기술,1920X1080,2021-11-16,푸들,6,F,L,IMG,D,A5,,유증상,피부질환,/라벨링데이터/반려견/피부/일반카메라/유증상/A5_미란_궤양,/라벨링데이터/반려견/피부/일반카메라/유증상/A5_미란_궤양,json,jpg,N
8,Y,1488,291,103,66,IMG_D_A5_49_488618.jpg,㈜미소정보기술,1920X1080,2021-11-17,비숑프리제,5,F,B,IMG,D,A5,,유증상,피부질환,/라벨링데이터/반려견/피부/일반카메라/유증상/A5_미란_궤양,/라벨링데이터/반려견/피부/일반카메라/유증상/A5_미란_궤양,json,jpg,N
9,Y,935,218,78,76,IMG_D_A5_12_488619.jpg,㈜미소정보기술,1920X1080,2021-11-18,말티즈,3,F,B,IMG,D,A5,,유증상,피부질환,/라벨링데이터/반려견/피부/일반카메라/유증상/A5_미란_궤양,/라벨링데이터/반려견/피부/일반카메라/유증상/A5_미란_궤양,json,jpg,N
