,exist,x,y,width,height,Raw data ID,copyrighter,resolution,date,breed,age,gender,region,camera type,species,lesions,diagnosis,Path,identifier,src_path,label_path,type,fileformat,inspRejectYn
0,Y,977,593,337,89,IMG_D_A3_126152.jpg,㈜미소정보기술,1920X1080,2021-11-02,포메라니안,5,F,H,IMG,D,A3,,유증상,피부질환,/라벨링데이터/반려견/피부/일반카메라/유증상/A3_태선화_과다색소침착,/라벨링데이터/반려견/피부/일반카메라/유증상/A3_태선화_과다색소침착,json,jpg,N
1,Y,1063,523,151,104,IMG_D_A3_126153.jpg,㈜미소정보기술,1920X1080,2021-11-02,포메라니안,5,F,B,IMG,D,A3,,유증상,피부질환,/라벨링데이터/반려견/피부/일반카메라/유증상/A3_태선화_과다색소침착,/라벨링데이터/반려견/피부/일반카메라/유증상/A3_태선화_과다색소침착,json,jpg,N
2,Y,731,522,94,44,IMG_D_A3_126154.jpg,㈜미소정보기술,1920X1080,2021-11-02,포메라니안,5,F,B,IMG,D,A3,,유증상,피부질환,/라벨링데이터/반려견/피부/일반카메라/유증상/A3_태선화_과다색소침착,/라벨링데이터/반려견/피부/일반카메라/유증상/A3_태선화_과다색소침착,json,jpg,N
3,Y,1184,293,311,467,IMG_D_A3_126155.jpg,㈜미소정보기술,1920X1080,2021-11-02,포메라니안,5,F,B,IMG,D,A3,,유증상,피부질환,/라벨링데이터/반려견/피부/일반카메라/유증상/A3_태선화_과다색소침착,/라벨링데이터/반려견/피부/일반카메라/유증상/A3_태선화_과다색소침착,json,jpg,N
4,Y,474,339,596,394,IMG_D_A3_126156.jpg,㈜미소정보기술,1920X1080,2021-11-02,포메라니안,6,F,L,IMG,D,A3,,유증상,피부질환,/라벨링데이터/반려견/피부/일반카메라/유증상/A3_태선화_과다색소침착,/라벨링데이터/반려견/피부/일반카메라/유증상/A3_태선화_과다색소침착,json,jpg,N
5,Y,1256,713,71,71,IMG_D_A3_126157.jpg,㈜미소정보기술,1920X1080,2021-11-02,포메라니안,6,F,L,IMG,D,A3,,유증상,피부질환,/라벨링데이터/반려견/피부/일반카메라/유증상/A3_태선화_과다색소침착,/라벨링데이터/반려견/피부/일반카메라/유증상/A3_태선화_과다색소침착,json,jpg,N
6,Y,862,536,98,86,IMG_D_A3_126158.jpg,㈜미소정보기술,1920X1080,2021-11-02,포메라니안,6,F,L,IMG,D,A3,,유증상,피부질환,/라벨링데이터/반려견/피부/일반카메라/유증상/A3_태선화_과다색소침착,/라벨링데이터/반려견/피부/일반카메라/유증상/A3_태선화_과다색소침착,json,jpg,N
7,Y,994,383,216,275,IMG_D_A3_126159.jpg,㈜미소정보기술,1920X1080,2021-11-02,포메라니안,6,F,L,IMG,D,A3,,유증상,피부질환,/라벨링데이터/반려견/피부/일반카메라/유증상/A3_태선화_과다색소침착,/라벨링데이터/반려견/피부/일반카메라/유증상/A3_태선화_과다색소침착,json,jpg,N
8,Y,1175,370,74,54,IMG_D_A3_126160.jpg,㈜미소정보기술,1920X1080,2021-11-02,포메라니안,6,F,L,IMG,D,A3,,유증상,피부질환,/라벨링데이터/반려견/피부/일반카메라/유증상/A3_태선화_과다색소침착,/라벨링데이터/반려견/피부/일반카메라/유증상/A3_태선화_과다색소침착,json,jpg,N
9,Y,542,401,96,54,IMG_D_A3_126161.jpg,㈜미소정보기술,1920X1080,2021-11-02,포메라니안,6,F,L,IMG,D,A3,,유증상,피부질환,/라벨링데이터/반려견/피부/일반카메라/유증상/A3_태선화_과다색소침착,/라벨링데이터/반려견/피부/일반카메라/유증상/A3_태선화_과다색소침착,json,jpg,N
